prevailing_wage,continent_Asia,continent_Europe,continent_North America,continent_Oceania,continent_South America,education_of_employee_Doctorate,education_of_employee_High School,education_of_employee_Master's,has_job_experience_Y,requires_job_training_Y,no_of_employees_Medium_Sized(2500-7500employees),no_of_employees_Large_Sized(>75000employees),yr_of_estab_Newer_Estab(>1990),region_of_employment_Midwest,region_of_employment_Northeast,region_of_employment_South,region_of_employment_West,unit_of_wage_Not_Hourly,full_time_position_Y
100848.26,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1
22660.0816,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
11764.68,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
73560.47,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1
72002.31,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1
64927.98,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1
70330.13,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1
64321.99,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
80798.12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1
36440.92,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
148920.43,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
123045.14,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1
105717.97,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
94027.93,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
84618.69,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
57685.01,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1
111913.83,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1
47925.02,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
123939.49,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
10267.71,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
48657.57,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1
6288.360000000001,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
61601.51,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
110683.42,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
49594.52,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
82612.39,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1
110692.91,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1
123222.87,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0
89326.79,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1
115261.9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
174738.09,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
124550.61,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
38108.45,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1
99147.4,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1
3546.21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
121777.59,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1
49642.64,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1
119976.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
105265.77,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0
117714.22,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
18203.27,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
26355.08,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1
7322.05,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
73243.44,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1
5248.360000000001,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
147199.07,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1
73990.17,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1
39867.37,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
88445.46,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
45264.9,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1
59836.99,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
108499.93,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1
66696.57,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
48140.68,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
64591.13,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1
23334.16,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1
16949.4156,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
25237.4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
67446.88,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1
92999.22,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1
142535.87,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1
14381.98,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1
62307.13,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1
95716.28,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
49064.32,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1
8421.83,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1
111612.97,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1
98785.88,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1
117222.82,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1
140885.87,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1
87628.76,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
13956.67,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1
37706.4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
45160.77,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1
164556.19,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
142449.08,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
67009.51,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
93396.86,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
77447.13,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0
6452.4,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
137420.26,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
15491.66,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1
36147.66,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0
31424.785600000003,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
33594.65,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1
113622.41,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1
43744.28,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1
17922.05,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
51805.64,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1
88062.64,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
103683.21,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
34362.28,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1
90909.14,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
62868.44,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
28342.028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
18359.9,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1
19696.96,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1
132932.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
37952.89,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
64103.54,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1
17040.0672,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
285.97,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1
25103.8528,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1
107719.6,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
109498.61,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
62890.78,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
103005.34,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1
65478.98,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1
8773.1332,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
120862.55,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
113381.58,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1
29170.22,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1
101745.52,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1
77788.33,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1
18946.6368,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
159030.67,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1
9856.3608,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
105801.19,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1
122006.72,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1
203045.5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1
39597.12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
161701.24,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1
80098.63,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
34018.66,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1
104565.37,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0
10974.1268,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
113024.32,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1
3706.8512,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
11261.87,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1
7084.3,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1
52926.52,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1
115271.61,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
56610.26,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1
139157.76,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
86707.2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1
151664.77,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
7693.39,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1
63337.71,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1
118063.74,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1
25571.18,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1
27141.02,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1
123447.15,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1
6755.32,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
107858.98,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1
61905.94,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
87629.79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
67871.37,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1
129862.7,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
63895.16,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
98762.37,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
54925.99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
79939.22,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1
133516.29,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0
31892.01,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1
8093.66,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
82751.67,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1
7417.8,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1
55100.68,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
42142.55,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1
109622.56,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1
28045.85,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
20653.9736,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
55475.32,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1
46908.07,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1
131943.22,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
89684.16,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0
105604.7,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
135166.6,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0
90472.36,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1
67186.18,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1
124604.5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
6697.6,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
23667.19,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1
67184.1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1
20998.78,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
157909.49,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1
44297.11,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
91428.8,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1
41123.47,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1
52635.83,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1
51421.21,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
40739.259600000005,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
107023.01,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1
110219.12,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1
13376.547600000002,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
38640.35,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
36549.98,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1
44542.47,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1
32770.88,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
155696.68,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1
202399.59,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1
60957.82,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1
146951.97,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
204055.16,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1
12822.59,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
51356.39,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1
46571.67,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
116225.01,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1
92099.71,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
64534.13,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
83183.51,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1
185768.13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
94406.88,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1
91396.81,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
44541.32,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
89037.45,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
100717.14,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
70715.3,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
35560.15,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1
21285.4824,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1
250841.05,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1
85587.64,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
46531.75,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
99280.11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
65934.83,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1
11202.84,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
94958.94,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
62363.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
127185.34,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1
106729.34,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1
45589.85,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
77169.96,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
94251.51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
128245.38,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
30128.68,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1
60661.0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
89640.92,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1
104081.09,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1
41668.37,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
39491.77,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1
45529.54,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1
27486.08,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1
148376.03,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
76885.11,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
152965.03,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1
9712.56,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
101981.7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
44427.8016,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
58146.23,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1
18195.4708,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
86388.84,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
87519.31,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1
156442.99,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1
121426.42,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
88561.19,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
5777.72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
92207.89,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1
46022.69,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1
152030.57,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1
4330.79,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1
117089.71,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
78996.12,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1
81121.21,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
92931.53,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1
8586.83,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1
97830.73,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1
34342.21,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1
264.6748,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1
44238.95,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1
27536.2412,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
146377.98,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
81859.29,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
24113.33,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1
2503.65,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1
111614.8,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
77442.57,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
87403.77,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1
8670.61,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
125172.89,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1
62138.69,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1
102362.51,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1
57689.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
33550.52,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1
151400.14,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
79636.1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
9992.13,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1
120597.09,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
178593.34,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1
80520.19,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
31055.63,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0
94799.01,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1
28108.94,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1
20809.11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
109990.53,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
31644.438800000004,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
82178.06,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1
68579.98,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
67633.07,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1
180166.68,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1
141792.7,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1
110782.39,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1
112020.68,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1
38582.1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1
134390.7,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0
44714.7376,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
71559.96,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
41927.29,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1
46818.17,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
26539.65,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1
107465.64,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0
61493.72,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
55028.15,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
128735.13,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1
102828.79,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
32139.19,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1
78245.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
36557.42,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1
59311.97,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
49431.4912,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
66209.1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
55242.03,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
42885.84,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
172801.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
5309.72,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
25897.94,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1
195135.52,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1
132907.34,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1
83313.83,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1
29095.0244,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
